species,year,perc_too_hot,perc_too_cold,tmin_used,tmax_used
CLEARNOSE SKATE,2019,3.63,24.43,7.3,22.602000000000004
CLEARNOSE SKATE,2020,2.99,4.14,7.3,22.602000000000004
CLEARNOSE SKATE,2021,0,2.44,7.3,22.602000000000004
CLEARNOSE SKATE,2022,9.62,8.85,7.3,22.602000000000004
CLEARNOSE SKATE,2023,8.86,6.47,7.3,22.602000000000004
CLEARNOSE SKATE,2024,10.85,15.31,7.3,22.602000000000004
"CRAB,RED DEEPSEA",1959,1.1,40.19,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1960,1.7,51.32,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1961,1.46,54.11,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1962,1.86,54.89,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1963,1.55,28.96,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1964,0.97,16.05,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1965,1.77,29.9,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1966,1.26,32.54,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1967,1.76,39.35,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1968,1.9,53.83,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1969,1.67,69.64,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1970,2.32,36.42,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1971,1.42,36.41,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1972,2.55,30.58,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1973,1.76,34.52,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1974,2.22,16.83,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1975,1.9,13.16,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1976,2.49,3.99,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1977,1.79,32.07,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1978,2.31,37.62,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1979,1.89,40.74,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1980,2.3,40.38,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1981,1.98,50.12,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1982,1.87,43.71,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1983,2.3,25.37,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1984,1.97,14.21,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1985,2.52,20.02,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1986,2.62,12.28,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1987,2.46,26.44,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1988,2.19,12.33,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1989,2.3,28.83,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1990,2.47,20.85,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1991,2.68,7.33,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1992,2.02,50.03,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1993,1.65,21.35,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1994,2.23,8.73,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1995,2.25,7.24,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1996,1.28,6.77,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1997,1.82,4.52,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1998,0.75,5.08,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1999,2.1,9.98,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2000,1.92,3.38,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2001,2.12,8.96,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2002,2.33,1.37,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2003,1.66,24.54,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2004,1.8,40.91,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2005,1.75,21.47,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2006,2.13,3.48,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2007,1,11.11,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2008,1.56,9.74,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2009,2.25,18.75,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2010,1.83,4.79,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2011,2.27,2.89,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2012,2.91,0.38,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2013,5.46,4.05,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2014,2.44,5.55,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2015,2.71,8.81,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2016,4.43,0.58,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2017,2.72,5.24,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2018,6.04,2.28,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2019,3.97,4.05,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2020,3.28,0.75,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2021,3.51,0.07,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2022,5.22,1.38,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2023,7.02,1.17,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2024,3.63,3.78,5.507,10.213000000000001
HADDOCK,1959,10.25,11.6,4.62,11.3
HADDOCK,1960,11.34,10.65,4.62,11.3
HADDOCK,1961,9.54,12.92,4.62,11.3
HADDOCK,1962,12.1,11.49,4.62,11.3
HADDOCK,1963,11.77,7.92,4.62,11.3
HADDOCK,1964,10.06,9.09,4.62,11.3
HADDOCK,1965,6.17,15.7,4.62,11.3
HADDOCK,1966,6.95,12.71,4.62,11.3
HADDOCK,1967,7.19,12.61,4.62,11.3
HADDOCK,1968,6.96,17.25,4.62,11.3
HADDOCK,1969,12.64,17.82,4.62,11.3
HADDOCK,1970,10.71,8.25,4.62,11.3
HADDOCK,1971,11.52,11.9,4.62,11.3
HADDOCK,1972,14.57,7.01,4.62,11.3
HADDOCK,1973,13.79,9.09,4.62,11.3
HADDOCK,1974,18.45,3.27,4.62,11.3
HADDOCK,1975,16.43,3.17,4.62,11.3
HADDOCK,1976,14.6,2.71,4.62,11.3
HADDOCK,1977,14.21,11.48,4.62,11.3
HADDOCK,1978,15.34,8.52,4.62,11.3
HADDOCK,1979,10.2,12.25,4.62,11.3
HADDOCK,1980,9.68,11.39,4.62,11.3
HADDOCK,1981,9.8,13.05,4.62,11.3
HADDOCK,1982,13.97,12.44,4.62,11.3
HADDOCK,1983,14.38,5.47,4.62,11.3
HADDOCK,1984,11.23,6.49,4.62,11.3
HADDOCK,1985,18.14,3.98,4.62,11.3
HADDOCK,1986,20.39,3.22,4.62,11.3
HADDOCK,1987,13.1,10.41,4.62,11.3
HADDOCK,1988,11.32,6.86,4.62,11.3
HADDOCK,1989,13.23,9.5,4.62,11.3
HADDOCK,1990,13.83,4.56,4.62,11.3
HADDOCK,1991,17.89,1.69,4.62,11.3
HADDOCK,1992,12.58,9.4,4.62,11.3
HADDOCK,1993,12.76,11.14,4.62,11.3
HADDOCK,1994,18.3,6.89,4.62,11.3
HADDOCK,1995,17.91,2.67,4.62,11.3
HADDOCK,1996,5.07,7.77,4.62,11.3
HADDOCK,1997,13.74,2.46,4.62,11.3
HADDOCK,1998,6.92,3.07,4.62,11.3
HADDOCK,1999,23.23,1.89,4.62,11.3
HADDOCK,2000,15.49,0.96,4.62,11.3
HADDOCK,2001,18.58,3.36,4.62,11.3
HADDOCK,2002,18.19,0.23,4.62,11.3
HADDOCK,2003,11.77,9.04,4.62,11.3
HADDOCK,2004,8.8,15.65,4.62,11.3
HADDOCK,2005,12.24,10.7,4.62,11.3
HADDOCK,2006,20.13,1.32,4.62,11.3
HADDOCK,2007,8.19,5.22,4.62,11.3
HADDOCK,2008,12.58,2.11,4.62,11.3
HADDOCK,2009,20.15,6.12,4.62,11.3
HADDOCK,2010,15.9,3.02,4.62,11.3
HADDOCK,2011,16.34,3,4.62,11.3
HADDOCK,2012,25.79,0.1,4.62,11.3
HADDOCK,2013,20.24,0.91,4.62,11.3
HADDOCK,2014,24.05,3.31,4.62,11.3
HADDOCK,2015,25.04,3.67,4.62,11.3
HADDOCK,2016,24.67,0.25,4.62,11.3
HADDOCK,2017,20.01,1.53,4.62,11.3
HADDOCK,2018,15.72,1.68,4.62,11.3
HADDOCK,2019,18.84,2.22,4.62,11.3
HADDOCK,2020,19.81,0.26,4.62,11.3
HADDOCK,2021,26.62,0,4.62,11.3
HADDOCK,2022,24.81,0.49,4.62,11.3
HADDOCK,2023,16.04,0.59,4.62,11.3
HADDOCK,2024,11.16,4.21,4.62,11.3
LITTLE SKATE,1959,2.82,9.16,4.36,15.672000000000008
LITTLE SKATE,1960,3.39,7.45,4.36,15.672000000000008
LITTLE SKATE,1961,3.26,10.1,4.36,15.672000000000008
LITTLE SKATE,1962,3.18,8.1,4.36,15.672000000000008
LITTLE SKATE,1963,3.69,6.8,4.36,15.672000000000008
LITTLE SKATE,1964,3.53,7.51,4.36,15.672000000000008
LITTLE SKATE,1965,1.24,13.78,4.36,15.672000000000008
LITTLE SKATE,1966,1.88,10.92,4.36,15.672000000000008
LITTLE SKATE,1967,1.68,10.32,4.36,15.672000000000008
LITTLE SKATE,1968,2.35,14.56,4.36,15.672000000000008
LITTLE SKATE,1969,2.27,12.5,4.36,15.672000000000008
LITTLE SKATE,1970,2.44,6.65,4.36,15.672000000000008
LITTLE SKATE,1971,2.42,9.62,4.36,15.672000000000008
LITTLE SKATE,1972,2.88,5.31,4.36,15.672000000000008
LITTLE SKATE,1973,2.59,6.96,4.36,15.672000000000008
LITTLE SKATE,1974,3.18,2.41,4.36,15.672000000000008
LITTLE SKATE,1975,5.31,2.45,4.36,15.672000000000008
LITTLE SKATE,1976,2.5,2.25,4.36,15.672000000000008
LITTLE SKATE,1977,3.21,9.86,4.36,15.672000000000008
LITTLE SKATE,1978,4.06,7.27,4.36,15.672000000000008
LITTLE SKATE,1979,2.39,10.29,4.36,15.672000000000008
LITTLE SKATE,1980,1.46,9.46,4.36,15.672000000000008
LITTLE SKATE,1981,1.72,10.42,4.36,15.672000000000008
LITTLE SKATE,1982,3.44,9.62,4.36,15.672000000000008
LITTLE SKATE,1983,4.65,4.37,4.36,15.672000000000008
LITTLE SKATE,1984,2.34,5.39,4.36,15.672000000000008
LITTLE SKATE,1985,6.11,3.23,4.36,15.672000000000008
LITTLE SKATE,1986,5.45,2.82,4.36,15.672000000000008
LITTLE SKATE,1987,3.68,9.1,4.36,15.672000000000008
LITTLE SKATE,1988,3.21,6.09,4.36,15.672000000000008
LITTLE SKATE,1989,3.66,8,4.36,15.672000000000008
LITTLE SKATE,1990,4.27,3.34,4.36,15.672000000000008
LITTLE SKATE,1991,4.75,1.23,4.36,15.672000000000008
LITTLE SKATE,1992,3.44,6.36,4.36,15.672000000000008
LITTLE SKATE,1993,2.97,8.99,4.36,15.672000000000008
LITTLE SKATE,1994,4.61,5.99,4.36,15.672000000000008
LITTLE SKATE,1995,5.66,2.17,4.36,15.672000000000008
LITTLE SKATE,1996,3.18,6.4,4.36,15.672000000000008
LITTLE SKATE,1997,4.28,1.62,4.36,15.672000000000008
LITTLE SKATE,1998,3.48,2.03,4.36,15.672000000000008
LITTLE SKATE,1999,6.91,1.37,4.36,15.672000000000008
LITTLE SKATE,2000,4.64,0.89,4.36,15.672000000000008
LITTLE SKATE,2001,5.14,2.49,4.36,15.672000000000008
LITTLE SKATE,2002,5.99,0.16,4.36,15.672000000000008
LITTLE SKATE,2003,3.28,6.99,4.36,15.672000000000008
LITTLE SKATE,2004,3.01,13.08,4.36,15.672000000000008
LITTLE SKATE,2005,3.1,8.29,4.36,15.672000000000008
LITTLE SKATE,2006,5.04,0.75,4.36,15.672000000000008
LITTLE SKATE,2007,4.03,3.98,4.36,15.672000000000008
LITTLE SKATE,2008,5.32,1.33,4.36,15.672000000000008
LITTLE SKATE,2009,6,4.35,4.36,15.672000000000008
LITTLE SKATE,2010,4.39,2.71,4.36,15.672000000000008
LITTLE SKATE,2011,6.01,2.57,4.36,15.672000000000008
LITTLE SKATE,2012,7.11,0.06,4.36,15.672000000000008
LITTLE SKATE,2013,6.42,0.62,4.36,15.672000000000008
LITTLE SKATE,2014,9.41,2.8,4.36,15.672000000000008
LITTLE SKATE,2015,10.53,3.47,4.36,15.672000000000008
LITTLE SKATE,2016,7.72,0.19,4.36,15.672000000000008
LITTLE SKATE,2017,6.61,1.09,4.36,15.672000000000008
LITTLE SKATE,2018,4.34,1.15,4.36,15.672000000000008
LITTLE SKATE,2019,9.26,1.75,4.36,15.672000000000008
LITTLE SKATE,2020,6.37,0.18,4.36,15.672000000000008
LITTLE SKATE,2021,1.32,0,4.36,15.672000000000008
LITTLE SKATE,2022,9.28,0.56,4.36,15.672000000000008
LITTLE SKATE,2023,8.28,0.38,4.36,15.672000000000008
LITTLE SKATE,2024,7.53,2.98,4.36,15.672000000000008
OCEAN POUT,1959,14.01,5.16,3.9,10.700000000000001
OCEAN POUT,1960,15.29,3.77,3.9,10.700000000000001
OCEAN POUT,1961,13.09,5.99,3.9,10.700000000000001
OCEAN POUT,1962,16.54,4.9,3.9,10.700000000000001
OCEAN POUT,1963,15.77,3.55,3.9,10.700000000000001
OCEAN POUT,1964,13.49,3.92,3.9,10.700000000000001
OCEAN POUT,1965,9.58,9.75,3.9,10.700000000000001
OCEAN POUT,1966,10.51,6.65,3.9,10.700000000000001
OCEAN POUT,1967,11.11,6.18,3.9,10.700000000000001
OCEAN POUT,1968,10.82,9.84,3.9,10.700000000000001
OCEAN POUT,1969,16.77,8.47,3.9,10.700000000000001
OCEAN POUT,1970,14.82,3.61,3.9,10.700000000000001
OCEAN POUT,1971,15.24,5.57,3.9,10.700000000000001
OCEAN POUT,1972,19.54,2.84,3.9,10.700000000000001
OCEAN POUT,1973,18.27,3.79,3.9,10.700000000000001
OCEAN POUT,1974,24.46,1.01,3.9,10.700000000000001
OCEAN POUT,1975,21.17,0.93,3.9,10.700000000000001
OCEAN POUT,1976,20.59,0.96,3.9,10.700000000000001
OCEAN POUT,1977,18.75,6.5,3.9,10.700000000000001
OCEAN POUT,1978,19.99,3.83,3.9,10.700000000000001
OCEAN POUT,1979,14.43,6.37,3.9,10.700000000000001
OCEAN POUT,1980,14.18,5.75,3.9,10.700000000000001
OCEAN POUT,1981,14.16,6.39,3.9,10.700000000000001
OCEAN POUT,1982,18.17,5.91,3.9,10.700000000000001
OCEAN POUT,1983,19.4,2.45,3.9,10.700000000000001
OCEAN POUT,1984,15.33,2.54,3.9,10.700000000000001
OCEAN POUT,1985,23.41,1.25,3.9,10.700000000000001
OCEAN POUT,1986,25.76,1.15,3.9,10.700000000000001
OCEAN POUT,1987,17.74,5.8,3.9,10.700000000000001
OCEAN POUT,1988,15.71,2.86,3.9,10.700000000000001
OCEAN POUT,1989,17.61,5.15,3.9,10.700000000000001
OCEAN POUT,1990,19.62,1.44,3.9,10.700000000000001
OCEAN POUT,1991,24.2,0.39,3.9,10.700000000000001
OCEAN POUT,1992,17.86,3.41,3.9,10.700000000000001
OCEAN POUT,1993,17.23,4.84,3.9,10.700000000000001
OCEAN POUT,1994,23.17,2.96,3.9,10.700000000000001
OCEAN POUT,1995,22.17,0.98,3.9,10.700000000000001
OCEAN POUT,1996,8.11,3.04,3.9,10.700000000000001
OCEAN POUT,1997,18.63,0.38,3.9,10.700000000000001
OCEAN POUT,1998,11.42,0.9,3.9,10.700000000000001
OCEAN POUT,1999,29.16,0.56,3.9,10.700000000000001
OCEAN POUT,2000,22.1,0.4,3.9,10.700000000000001
OCEAN POUT,2001,23.2,0.9,3.9,10.700000000000001
OCEAN POUT,2002,23.47,0.07,3.9,10.700000000000001
OCEAN POUT,2003,16.63,3.77,3.9,10.700000000000001
OCEAN POUT,2004,12.3,8.28,3.9,10.700000000000001
OCEAN POUT,2005,16.42,4.25,3.9,10.700000000000001
OCEAN POUT,2006,26.24,0.19,3.9,10.700000000000001
OCEAN POUT,2007,12.1,1.5,3.9,10.700000000000001
OCEAN POUT,2008,17.32,0.42,3.9,10.700000000000001
OCEAN POUT,2009,25.18,1.58,3.9,10.700000000000001
OCEAN POUT,2010,20.35,1.12,3.9,10.700000000000001
OCEAN POUT,2011,20.77,0.83,3.9,10.700000000000001
OCEAN POUT,2012,33.38,0.01,3.9,10.700000000000001
OCEAN POUT,2013,26.26,0.2,3.9,10.700000000000001
OCEAN POUT,2014,29.89,1.31,3.9,10.700000000000001
OCEAN POUT,2015,30.55,1.9,3.9,10.700000000000001
OCEAN POUT,2016,30.3,0.04,3.9,10.700000000000001
OCEAN POUT,2017,24.76,0.49,3.9,10.700000000000001
OCEAN POUT,2018,21.62,0.23,3.9,10.700000000000001
OCEAN POUT,2019,24.03,0.49,3.9,10.700000000000001
OCEAN POUT,2020,27.19,0.04,3.9,10.700000000000001
OCEAN POUT,2021,33.69,0,3.9,10.700000000000001
OCEAN POUT,2022,31.54,0.1,3.9,10.700000000000001
OCEAN POUT,2023,23.24,0.14,3.9,10.700000000000001
OCEAN POUT,2024,15.38,1.07,3.9,10.700000000000001
OFFSHORE HAKE,1959,0.65,52.29,7.372000000000001,13
OFFSHORE HAKE,1960,5.34,52.14,7.372000000000001,13
OFFSHORE HAKE,1961,1.32,53.64,7.372000000000001,13
OFFSHORE HAKE,1962,6.56,51.52,7.372000000000001,13
OFFSHORE HAKE,1963,3.02,46.44,7.372000000000001,13
OFFSHORE HAKE,1964,1.3,46.09,7.372000000000001,13
OFFSHORE HAKE,1965,4.85,50.23,7.372000000000001,13
OFFSHORE HAKE,1966,2.62,51.83,7.372000000000001,13
OFFSHORE HAKE,1967,2.36,50.16,7.372000000000001,13
OFFSHORE HAKE,1968,1.71,48.15,7.372000000000001,13
OFFSHORE HAKE,1969,8.05,50.3,7.372000000000001,13
OFFSHORE HAKE,1970,4.73,46.41,7.372000000000001,13
OFFSHORE HAKE,1971,3.54,48.17,7.372000000000001,13
OFFSHORE HAKE,1972,14.45,46.87,7.372000000000001,13
OFFSHORE HAKE,1973,7.88,47.17,7.372000000000001,13
OFFSHORE HAKE,1974,9.46,42.6,7.372000000000001,13
OFFSHORE HAKE,1975,9.69,31.45,7.372000000000001,13
OFFSHORE HAKE,1976,15.04,17.39,7.372000000000001,13
OFFSHORE HAKE,1977,6.18,40.85,7.372000000000001,13
OFFSHORE HAKE,1978,14.75,47.05,7.372000000000001,13
OFFSHORE HAKE,1979,2.08,45.96,7.372000000000001,13
OFFSHORE HAKE,1980,3.62,45.78,7.372000000000001,13
OFFSHORE HAKE,1981,2.12,44.26,7.372000000000001,13
OFFSHORE HAKE,1982,7.91,47,7.372000000000001,13
OFFSHORE HAKE,1983,9.31,45.3,7.372000000000001,13
OFFSHORE HAKE,1984,3.35,40.26,7.372000000000001,13
OFFSHORE HAKE,1985,10.22,40.23,7.372000000000001,13
OFFSHORE HAKE,1986,18.72,32.44,7.372000000000001,13
OFFSHORE HAKE,1987,15.49,34.79,7.372000000000001,13
OFFSHORE HAKE,1988,7.78,34.71,7.372000000000001,13
OFFSHORE HAKE,1989,10.89,39.74,7.372000000000001,13
OFFSHORE HAKE,1990,5.11,40.31,7.372000000000001,13
OFFSHORE HAKE,1991,10.83,31.76,7.372000000000001,13
OFFSHORE HAKE,1992,5.58,43.1,7.372000000000001,13
OFFSHORE HAKE,1993,2.88,44.31,7.372000000000001,13
OFFSHORE HAKE,1994,8.43,23.99,7.372000000000001,13
OFFSHORE HAKE,1995,13.75,19.08,7.372000000000001,13
OFFSHORE HAKE,1996,0.82,20.07,7.372000000000001,13
OFFSHORE HAKE,1997,4.45,25.13,7.372000000000001,13
OFFSHORE HAKE,1998,0.87,47.78,7.372000000000001,13
OFFSHORE HAKE,1999,16.97,40.54,7.372000000000001,13
OFFSHORE HAKE,2000,5.3,30,7.372000000000001,13
OFFSHORE HAKE,2001,10.87,29.92,7.372000000000001,13
OFFSHORE HAKE,2002,13.07,24.36,7.372000000000001,13
OFFSHORE HAKE,2003,2.71,42.05,7.372000000000001,13
OFFSHORE HAKE,2004,2.87,49.16,7.372000000000001,13
OFFSHORE HAKE,2005,5.87,48.03,7.372000000000001,13
OFFSHORE HAKE,2006,8.15,27.24,7.372000000000001,13
OFFSHORE HAKE,2007,2.59,43.14,7.372000000000001,13
OFFSHORE HAKE,2008,5.91,52.49,7.372000000000001,13
OFFSHORE HAKE,2009,13.98,49.89,7.372000000000001,13
OFFSHORE HAKE,2010,9.49,26.99,7.372000000000001,13
OFFSHORE HAKE,2011,13.27,5.59,7.372000000000001,13
OFFSHORE HAKE,2012,18.28,2.55,7.372000000000001,13
OFFSHORE HAKE,2013,13.67,15.78,7.372000000000001,13
OFFSHORE HAKE,2014,16.88,23.82,7.372000000000001,13
OFFSHORE HAKE,2015,19.51,22,7.372000000000001,13
OFFSHORE HAKE,2016,24.11,3.64,7.372000000000001,13
OFFSHORE HAKE,2017,16.2,12.8,7.372000000000001,13
OFFSHORE HAKE,2018,12.26,7.9,7.372000000000001,13
OFFSHORE HAKE,2019,22.95,11.32,7.372000000000001,13
OFFSHORE HAKE,2020,17.34,2.78,7.372000000000001,13
OFFSHORE HAKE,2021,32.1,0.55,7.372000000000001,13
OFFSHORE HAKE,2022,27.83,8.15,7.372000000000001,13
OFFSHORE HAKE,2023,17.42,5.82,7.372000000000001,13
OFFSHORE HAKE,2024,8.32,16.18,7.372000000000001,13
POLLOCK,1959,12.12,11.29,4.48,9.8
POLLOCK,1960,12.77,9.6,4.48,9.8
POLLOCK,1961,10.37,13.12,4.48,9.8
POLLOCK,1962,12.91,11.95,4.48,9.8
POLLOCK,1963,12.66,7.13,4.48,9.8
POLLOCK,1964,10.03,9.39,4.48,9.8
POLLOCK,1965,8.61,15.1,4.48,9.8
POLLOCK,1966,10.19,12.1,4.48,9.8
POLLOCK,1967,10.38,12.86,4.48,9.8
POLLOCK,1968,10.9,16.47,4.48,9.8
POLLOCK,1969,15.06,16.96,4.48,9.8
POLLOCK,1970,13.91,7.73,4.48,9.8
POLLOCK,1971,13.63,11.56,4.48,9.8
POLLOCK,1972,14.99,7.79,4.48,9.8
POLLOCK,1973,14.89,9.91,4.48,9.8
POLLOCK,1974,21.72,3.79,4.48,9.8
POLLOCK,1975,20.63,3.26,4.48,9.8
POLLOCK,1976,20.91,3.05,4.48,9.8
POLLOCK,1977,17.85,9.17,4.48,9.8
POLLOCK,1978,16.63,7.87,4.48,9.8
POLLOCK,1979,12.99,12.05,4.48,9.8
POLLOCK,1980,16.51,9.76,4.48,9.8
POLLOCK,1981,15.45,10.37,4.48,9.8
POLLOCK,1982,15.64,10.06,4.48,9.8
POLLOCK,1983,15.81,5.7,4.48,9.8
POLLOCK,1984,14.55,5.86,4.48,9.8
POLLOCK,1985,21.52,3.49,4.48,9.8
POLLOCK,1986,19.82,3.5,4.48,9.8
POLLOCK,1987,14.48,10.8,4.48,9.8
POLLOCK,1988,13.3,6.98,4.48,9.8
POLLOCK,1989,15.25,10.45,4.48,9.8
POLLOCK,1990,16.79,4.89,4.48,9.8
POLLOCK,1991,23.64,1.69,4.48,9.8
POLLOCK,1992,14.38,10.44,4.48,9.8
POLLOCK,1993,16.22,10.01,4.48,9.8
POLLOCK,1994,20.03,5.19,4.48,9.8
POLLOCK,1995,16.98,3.01,4.48,9.8
POLLOCK,1996,7.39,4.86,4.48,9.8
POLLOCK,1997,14.98,2.67,4.48,9.8
POLLOCK,1998,10.91,3.22,4.48,9.8
POLLOCK,1999,22.99,1.98,4.48,9.8
POLLOCK,2000,19.17,0.99,4.48,9.8
POLLOCK,2001,17.58,3.07,4.48,9.8
POLLOCK,2002,18.53,0.26,4.48,9.8
POLLOCK,2003,14.7,8.17,4.48,9.8
POLLOCK,2004,10.02,14.51,4.48,9.8
POLLOCK,2005,12.65,8.94,4.48,9.8
POLLOCK,2006,18.43,1.3,4.48,9.8
POLLOCK,2007,10.28,5.23,4.48,9.8
POLLOCK,2008,13.98,2.18,4.48,9.8
POLLOCK,2009,19.75,6.57,4.48,9.8
POLLOCK,2010,20.82,2.22,4.48,9.8
POLLOCK,2011,15.79,1.6,4.48,9.8
POLLOCK,2012,28.18,0.1,4.48,9.8
POLLOCK,2013,26.29,0.57,4.48,9.8
POLLOCK,2014,29.31,3.32,4.48,9.8
POLLOCK,2015,28.45,3.59,4.48,9.8
POLLOCK,2016,29.58,0.29,4.48,9.8
POLLOCK,2017,23.83,1.67,4.48,9.8
POLLOCK,2018,27.88,1.28,4.48,9.8
POLLOCK,2019,33.04,2.33,4.48,9.8
POLLOCK,2020,28.06,0.3,4.48,9.8
POLLOCK,2021,36.25,0,4.48,9.8
POLLOCK,2022,31.68,0.63,4.48,9.8
POLLOCK,2023,30.02,0.63,4.48,9.8
POLLOCK,2024,11.2,4.58,4.48,9.8
RED HAKE,1959,7.5,13.95,4.9,12.77
RED HAKE,1960,9.27,13.52,4.9,12.77
RED HAKE,1961,7.82,15.34,4.9,12.77
RED HAKE,1962,9.48,14.23,4.9,12.77
RED HAKE,1963,9.86,10.21,4.9,12.77
RED HAKE,1964,8.8,10.87,4.9,12.77
RED HAKE,1965,5.03,16.66,4.9,12.77
RED HAKE,1966,5.71,14.5,4.9,12.77
RED HAKE,1967,4.96,14.3,4.9,12.77
RED HAKE,1968,5.81,18.98,4.9,12.77
RED HAKE,1969,9.21,20.31,4.9,12.77
RED HAKE,1970,7.96,10.54,4.9,12.77
RED HAKE,1971,8.78,13.73,4.9,12.77
RED HAKE,1972,11.62,8.68,4.9,12.77
RED HAKE,1973,10.37,10.41,4.9,12.77
RED HAKE,1974,12.75,4.26,4.9,12.77
RED HAKE,1975,13.22,4.44,4.9,12.77
RED HAKE,1976,9.96,3.81,4.9,12.77
RED HAKE,1977,11.18,12.81,4.9,12.77
RED HAKE,1978,13.23,11.22,4.9,12.77
RED HAKE,1979,6.85,14,4.9,12.77
RED HAKE,1980,5.41,13.44,4.9,12.77
RED HAKE,1981,5.95,15.78,4.9,12.77
RED HAKE,1982,11.54,14.99,4.9,12.77
RED HAKE,1983,11.9,6.62,4.9,12.77
RED HAKE,1984,7.59,8.38,4.9,12.77
RED HAKE,1985,14.32,5.86,4.9,12.77
RED HAKE,1986,16.32,4.64,4.9,12.77
RED HAKE,1987,11.04,11.55,4.9,12.77
RED HAKE,1988,9.22,8.64,4.9,12.77
RED HAKE,1989,10.87,10.9,4.9,12.77
RED HAKE,1990,10.7,6.17,4.9,12.77
RED HAKE,1991,13.93,2.53,4.9,12.77
RED HAKE,1992,9.04,11.42,4.9,12.77
RED HAKE,1993,7.65,12.6,4.9,12.77
RED HAKE,1994,13.62,8.45,4.9,12.77
RED HAKE,1995,14.64,3.49,4.9,12.77
RED HAKE,1996,4.59,10.09,4.9,12.77
RED HAKE,1997,9.8,3.65,4.9,12.77
RED HAKE,1998,5.43,4.11,4.9,12.77
RED HAKE,1999,19.16,2.8,4.9,12.77
RED HAKE,2000,9.99,1.67,4.9,12.77
RED HAKE,2001,14.85,4.94,4.9,12.77
RED HAKE,2002,15.88,0.33,4.9,12.77
RED HAKE,2003,7.32,11.02,4.9,12.77
RED HAKE,2004,6.17,17.59,4.9,12.77
RED HAKE,2005,8.66,12.46,4.9,12.77
RED HAKE,2006,14.52,2.39,4.9,12.77
RED HAKE,2007,7.04,6.38,4.9,12.77
RED HAKE,2008,10.62,3.91,4.9,12.77
