species,year,n_seasons,annual_anomaly,tmin_used,tmax_used
ACADIAN REDFISH,2011,2,16.02874726276424,4.76,9.6
ACADIAN REDFISH,2012,2,3.1333581824247005,4.76,9.6
ACADIAN REDFISH,2013,2,-15.124655602792267,4.76,9.6
ACADIAN REDFISH,2014,2,-19.52563393050682,4.76,9.6
ACADIAN REDFISH,2015,2,-22.087627956025344,4.76,9.6
ACADIAN REDFISH,2016,2,-18.73735936129166,4.76,9.6
ACADIAN REDFISH,2017,2,-5.930352667609711,4.76,9.6
ACADIAN REDFISH,2018,2,-22.650666856187243,4.76,9.6
ACADIAN REDFISH,2019,2,-46.0860796142537,4.76,9.6
ACADIAN REDFISH,2020,2,-15.933000375761978,4.76,9.6
ACADIAN REDFISH,2022,2,-11.762448252465646,4.76,9.6
ACADIAN REDFISH,2023,2,-30.485807949327395,4.76,9.6
ACADIAN REDFISH,2024,2,19.655298518555824,4.76,9.6
AMERICAN PLAICE,1959,2,0,4.28,9.511000000000005
AMERICAN PLAICE,1960,2,0.13065613800226572,4.28,9.511000000000005
AMERICAN PLAICE,1961,2,-1.1772062966420833,4.28,9.511000000000005
AMERICAN PLAICE,1962,2,-8.601243824759493,4.28,9.511000000000005
AMERICAN PLAICE,1963,2,3.1383437521143236,4.28,9.511000000000005
AMERICAN PLAICE,1964,2,5.608828453717493,4.28,9.511000000000005
AMERICAN PLAICE,1965,2,-3.2239163534848103,4.28,9.511000000000005
AMERICAN PLAICE,1966,2,5.705241118608356,4.28,9.511000000000005
AMERICAN PLAICE,1967,2,-5.593424580760399,4.28,9.511000000000005
AMERICAN PLAICE,1968,2,-5.9140263505128985,4.28,9.511000000000005
AMERICAN PLAICE,1969,2,-16.63512310935719,4.28,9.511000000000005
AMERICAN PLAICE,1970,2,0.7326468035509066,4.28,9.511000000000005
AMERICAN PLAICE,1971,2,-3.1425864442912825,4.28,9.511000000000005
AMERICAN PLAICE,1972,2,-0.6651579847230522,4.28,9.511000000000005
AMERICAN PLAICE,1973,2,-4.105865995384065,4.28,9.511000000000005
AMERICAN PLAICE,1974,2,-11.851026817967991,4.28,9.511000000000005
AMERICAN PLAICE,1975,2,-8.290240240874617,4.28,9.511000000000005
AMERICAN PLAICE,1976,2,-12.34223978155488,4.28,9.511000000000005
AMERICAN PLAICE,1977,2,-10.112060840022082,4.28,9.511000000000005
AMERICAN PLAICE,1978,2,-8.3309588308571,4.28,9.511000000000005
AMERICAN PLAICE,1979,2,-6.90418259041941,4.28,9.511000000000005
AMERICAN PLAICE,1980,2,-14.211487304315995,4.28,9.511000000000005
AMERICAN PLAICE,1981,2,-6.934986223475299,4.28,9.511000000000005
AMERICAN PLAICE,1982,2,-6.12643378425652,4.28,9.511000000000005
AMERICAN PLAICE,1983,2,-1.9717558259090424,4.28,9.511000000000005
AMERICAN PLAICE,1984,2,1.247090485059502,4.28,9.511000000000005
AMERICAN PLAICE,1985,2,-11.345256919477272,4.28,9.511000000000005
AMERICAN PLAICE,1986,2,-6.201635814397385,4.28,9.511000000000005
AMERICAN PLAICE,1987,2,-9.325433278993046,4.28,9.511000000000005
AMERICAN PLAICE,1988,2,1.8141304275300598,4.28,9.511000000000005
AMERICAN PLAICE,1989,2,-12.49128425506018,4.28,9.511000000000005
AMERICAN PLAICE,1990,2,-4.615543406435677,4.28,9.511000000000005
AMERICAN PLAICE,1991,2,-10.435248696228257,4.28,9.511000000000005
AMERICAN PLAICE,1992,2,-6.041958509255053,4.28,9.511000000000005
AMERICAN PLAICE,1993,2,-18.28255170613447,4.28,9.511000000000005
AMERICAN PLAICE,1994,2,-7.331348597183386,4.28,9.511000000000005
AMERICAN PLAICE,1995,2,-0.3432405048881648,4.28,9.511000000000005
AMERICAN PLAICE,1996,2,24.695162156275643,4.28,9.511000000000005
AMERICAN PLAICE,1997,2,6.491695081411265,4.28,9.511000000000005
AMERICAN PLAICE,1998,2,17.63879787350065,4.28,9.511000000000005
AMERICAN PLAICE,1999,2,-11.243408323940237,4.28,9.511000000000005
AMERICAN PLAICE,2000,2,3.8415808699258065,4.28,9.511000000000005
AMERICAN PLAICE,2001,2,4.3487848474963755,4.28,9.511000000000005
AMERICAN PLAICE,2002,2,2.885113484327043,4.28,9.511000000000005
AMERICAN PLAICE,2003,2,-8.345380854002428,4.28,9.511000000000005
AMERICAN PLAICE,2004,2,-5.1058743906958455,4.28,9.511000000000005
AMERICAN PLAICE,2005,2,-6.113708316922441,4.28,9.511000000000005
AMERICAN PLAICE,2006,2,4.336769613108942,4.28,9.511000000000005
AMERICAN PLAICE,2007,2,15.945959349942669,4.28,9.511000000000005
AMERICAN PLAICE,2008,2,10.544232478937246,4.28,9.511000000000005
AMERICAN PLAICE,2009,2,-11.885698374539047,4.28,9.511000000000005
AMERICAN PLAICE,2010,2,-0.3510035953846895,4.28,9.511000000000005
AMERICAN PLAICE,2011,2,5.794648626528925,4.28,9.511000000000005
AMERICAN PLAICE,2012,2,-15.000976375504848,4.28,9.511000000000005
AMERICAN PLAICE,2013,2,-21.03730658557472,4.28,9.511000000000005
AMERICAN PLAICE,2014,2,-25.93316952619584,4.28,9.511000000000005
AMERICAN PLAICE,2015,2,-29.390709595318256,4.28,9.511000000000005
AMERICAN PLAICE,2016,2,-29.979762830140572,4.28,9.511000000000005
AMERICAN PLAICE,2017,2,-9.955546434004454,4.28,9.511000000000005
AMERICAN PLAICE,2018,2,-24.219738656704443,4.28,9.511000000000005
AMERICAN PLAICE,2019,2,-42.84195840297177,4.28,9.511000000000005
AMERICAN PLAICE,2020,2,-26.486611260757186,4.28,9.511000000000005
AMERICAN PLAICE,2022,2,-25.008761468492914,4.28,9.511000000000005
AMERICAN PLAICE,2023,2,-26.912013330368502,4.28,9.511000000000005
AMERICAN PLAICE,2024,2,18.748298160237198,4.28,9.511000000000005
ATLANTIC COD,1959,2,0,4.1,10.5
ATLANTIC COD,1960,2,0.49282520915005534,4.1,10.5
ATLANTIC COD,1961,2,1.788368489614939,4.1,10.5
ATLANTIC COD,1962,2,-2.404570854340591,4.1,10.5
ATLANTIC COD,1963,2,3.14505712196933,4.1,10.5
ATLANTIC COD,1964,2,4.84751979115282,4.1,10.5
ATLANTIC COD,1965,2,-1.4963882660970285,4.1,10.5
ATLANTIC COD,1966,2,5.088003119170793,4.1,10.5
ATLANTIC COD,1967,2,-1.7896460134311383,4.1,10.5
ATLANTIC COD,1968,2,-6.341073252978859,4.1,10.5
ATLANTIC COD,1969,2,-12.6213515322235,4.1,10.5
ATLANTIC COD,1970,2,5.406400821516385,4.1,10.5
ATLANTIC COD,1971,2,-2.0767173976550737,4.1,10.5
ATLANTIC COD,1972,2,2.735878526083269,4.1,10.5
ATLANTIC COD,1973,2,0.9444736171899848,4.1,10.5
ATLANTIC COD,1974,2,-6.355583184809056,4.1,10.5
ATLANTIC COD,1975,2,1.6802652193065057,4.1,10.5
ATLANTIC COD,1976,2,1.0015962104480138,4.1,10.5
ATLANTIC COD,1977,2,-8.157694265310752,4.1,10.5
ATLANTIC COD,1978,2,-6.035837505183935,4.1,10.5
ATLANTIC COD,1979,2,-3.100895228085875,4.1,10.5
ATLANTIC COD,1980,2,-3.4623130137612037,4.1,10.5
ATLANTIC COD,1981,2,-1.8559071421751412,4.1,10.5
ATLANTIC COD,1982,2,-6.104639208917391,4.1,10.5
ATLANTIC COD,1983,2,1.6146798505265707,4.1,10.5
ATLANTIC COD,1984,2,5.260256499096457,4.1,10.5
ATLANTIC COD,1985,2,-3.9934022458835656,4.1,10.5
ATLANTIC COD,1986,2,-3.2188064886080667,4.1,10.5
ATLANTIC COD,1987,2,-5.808659769052923,4.1,10.5
ATLANTIC COD,1988,2,3.968676313560465,4.1,10.5
ATLANTIC COD,1989,2,-8.050201140180064,4.1,10.5
ATLANTIC COD,1990,2,1.0019491224437047,4.1,10.5
ATLANTIC COD,1991,2,-5.188662278622523,4.1,10.5
ATLANTIC COD,1992,2,-2.8795921925155312,4.1,10.5
ATLANTIC COD,1993,2,-7.627592505348048,4.1,10.5
ATLANTIC COD,1994,2,-5.626742639313264,4.1,10.5
ATLANTIC COD,1995,2,2.2006031536016337,4.1,10.5
ATLANTIC COD,1996,2,16.50220856620753,4.1,10.5
ATLANTIC COD,1997,2,7.2204881906168055,4.1,10.5
ATLANTIC COD,1998,2,20.223989570075076,4.1,10.5
ATLANTIC COD,1999,2,-4.8328416658425155,4.1,10.5
ATLANTIC COD,2000,2,3.1133218705765557,4.1,10.5
ATLANTIC COD,2001,2,2.8243825984039717,4.1,10.5
ATLANTIC COD,2002,2,0.5690861821764273,4.1,10.5
ATLANTIC COD,2003,2,-1.8954575203442232,4.1,10.5
ATLANTIC COD,2004,2,-1.1872096109780301,4.1,10.5
ATLANTIC COD,2005,2,0.366554574024363,4.1,10.5
ATLANTIC COD,2006,2,2.2792332404420677,4.1,10.5
ATLANTIC COD,2007,2,16.143311741906615,4.1,10.5
ATLANTIC COD,2008,2,7.742235100181816,4.1,10.5
ATLANTIC COD,2009,2,-3.679541036153097,4.1,10.5
ATLANTIC COD,2010,2,2.4728687146137815,4.1,10.5
ATLANTIC COD,2011,2,7.463694888695329,4.1,10.5
ATLANTIC COD,2012,2,-11.461603312369355,4.1,10.5
ATLANTIC COD,2013,2,-4.927342554943522,4.1,10.5
ATLANTIC COD,2014,2,-7.501567606350129,4.1,10.5
ATLANTIC COD,2015,2,-7.735576249611874,4.1,10.5
ATLANTIC COD,2016,2,-7.556312999659895,4.1,10.5
ATLANTIC COD,2017,2,0.1353325022632248,4.1,10.5
ATLANTIC COD,2018,2,4.124386708195161,4.1,10.5
ATLANTIC COD,2019,2,-1.8855498416939227,4.1,10.5
ATLANTIC COD,2020,2,-0.3851792293584211,4.1,10.5
ATLANTIC COD,2022,2,-8.86436633518597,4.1,10.5
ATLANTIC COD,2023,2,4.255357179947765,4.1,10.5
ATLANTIC COD,2024,2,13.606884821842328,4.1,10.5
ATLANTIC HALIBUT,1959,2,0,4.2,10.6
ATLANTIC HALIBUT,1960,2,9.266506865362189,4.2,10.6
ATLANTIC HALIBUT,1961,2,-7.607881945931908,4.2,10.6
ATLANTIC HALIBUT,1962,2,-4.93778650084883,4.2,10.6
ATLANTIC HALIBUT,1963,2,14.065552661203213,4.2,10.6
ATLANTIC HALIBUT,1964,2,9.531831424950866,4.2,10.6
ATLANTIC HALIBUT,1965,2,-7.8836268083168335,4.2,10.6
ATLANTIC HALIBUT,1966,2,0.9357356707660216,4.2,10.6
ATLANTIC HALIBUT,1967,2,-10.031923610480483,4.2,10.6
ATLANTIC HALIBUT,1968,2,-4.382982972331959,4.2,10.6
ATLANTIC HALIBUT,1969,2,-4.338429951976792,4.2,10.6
ATLANTIC HALIBUT,1970,2,16.592705306309284,4.2,10.6
ATLANTIC HALIBUT,1971,2,2.7836534489953095,4.2,10.6
ATLANTIC HALIBUT,1972,2,7.907168113109165,4.2,10.6
ATLANTIC HALIBUT,1973,2,2.6800078992430656,4.2,10.6
ATLANTIC HALIBUT,1974,2,-0.5986068306068546,4.2,10.6
ATLANTIC HALIBUT,1975,2,23.459833753800254,4.2,10.6
ATLANTIC HALIBUT,1976,2,13.035041710846556,4.2,10.6
ATLANTIC HALIBUT,1977,2,2.9291459509979347,4.2,10.6
ATLANTIC HALIBUT,1978,2,7.844332499515787,4.2,10.6
ATLANTIC HALIBUT,1979,2,-6.396771196982584,4.2,10.6
ATLANTIC HALIBUT,1980,2,3.7048088427417127,4.2,10.6
ATLANTIC HALIBUT,1981,2,13.193588313650892,4.2,10.6
ATLANTIC HALIBUT,1982,2,13.627718438397125,4.2,10.6
ATLANTIC HALIBUT,1983,2,8.479556040561917,4.2,10.6
ATLANTIC HALIBUT,1984,2,10.40406905337312,4.2,10.6
ATLANTIC HALIBUT,1985,2,10.573247259205758,4.2,10.6
ATLANTIC HALIBUT,1986,2,18.461806476137426,4.2,10.6
ATLANTIC HALIBUT,1987,2,-5.8873135224959015,4.2,10.6
ATLANTIC HALIBUT,1988,2,16.204717343211556,4.2,10.6
ATLANTIC HALIBUT,1989,2,-7.6658188999141,4.2,10.6
ATLANTIC HALIBUT,1990,2,12.12115180351978,4.2,10.6
ATLANTIC HALIBUT,1991,2,0.6747213359288793,4.2,10.6
ATLANTIC HALIBUT,1992,2,-4.587568954528564,4.2,10.6
ATLANTIC HALIBUT,1993,2,-6.814239976334207,4.2,10.6
ATLANTIC HALIBUT,1994,2,20.652569468622573,4.2,10.6
ATLANTIC HALIBUT,1995,2,11.661966366749837,4.2,10.6
ATLANTIC HALIBUT,1996,2,18.942103158231873,4.2,10.6
ATLANTIC HALIBUT,1997,2,22.176288153335733,4.2,10.6
ATLANTIC HALIBUT,1998,2,17.622957319834313,4.2,10.6
ATLANTIC HALIBUT,1999,2,6.567004686361841,4.2,10.6
ATLANTIC HALIBUT,2000,2,27.97661104040303,4.2,10.6
ATLANTIC HALIBUT,2001,2,15.154902955423637,4.2,10.6
ATLANTIC HALIBUT,2002,2,24.21859815975978,4.2,10.6
ATLANTIC HALIBUT,2003,2,1.8447049319416777,4.2,10.6
ATLANTIC HALIBUT,2004,2,-11.42680374290429,4.2,10.6
ATLANTIC HALIBUT,2005,2,-2.1345505840102277,4.2,10.6
ATLANTIC HALIBUT,2006,2,26.698788878961068,4.2,10.6
ATLANTIC HALIBUT,2007,2,5.745245889333731,4.2,10.6
ATLANTIC HALIBUT,2008,2,22.602832407048467,4.2,10.6
ATLANTIC HALIBUT,2009,2,12.461462710420662,4.2,10.6
ATLANTIC HALIBUT,2010,2,16.98878407040793,4.2,10.6
ATLANTIC HALIBUT,2011,2,23.225225535987747,4.2,10.6
ATLANTIC HALIBUT,2012,2,15.521029961580126,4.2,10.6
ATLANTIC HALIBUT,2013,2,26.441045276003862,4.2,10.6
ATLANTIC HALIBUT,2014,2,15.083596057893288,4.2,10.6
ATLANTIC HALIBUT,2015,2,12.137126964198828,4.2,10.6
ATLANTIC HALIBUT,2016,2,15.20468687534624,4.2,10.6
ATLANTIC HALIBUT,2017,2,15.812185004493728,4.2,10.6
ATLANTIC HALIBUT,2018,2,18.338754669955236,4.2,10.6
ATLANTIC HALIBUT,2019,2,15.514034536028106,4.2,10.6
ATLANTIC HALIBUT,2020,2,25.369396635878786,4.2,10.6
ATLANTIC HALIBUT,2022,2,17.962060197874436,4.2,10.6
ATLANTIC HALIBUT,2023,2,23.81616384527551,4.2,10.6
ATLANTIC HALIBUT,2024,2,14.058311395294496,4.2,10.6
ATLANTIC HERRING,1959,2,0,4.2,9.9
ATLANTIC HERRING,1960,2,-2.7412942832032314,4.2,9.9
ATLANTIC HERRING,1961,2,1.925106651660542,4.2,9.9
ATLANTIC HERRING,1962,2,-7.699695438340399,4.2,9.9
ATLANTIC HERRING,1963,2,-0.5354230871456309,4.2,9.9
ATLANTIC HERRING,1964,2,3.46980904599846,4.2,9.9
ATLANTIC HERRING,1965,2,-3.360972659633262,4.2,9.9
ATLANTIC HERRING,1966,2,6.026822661832284,4.2,9.9
ATLANTIC HERRING,1967,2,-4.673271662439589,4.2,9.9
ATLANTIC HERRING,1968,2,-6.58625728350826,4.2,9.9
ATLANTIC HERRING,1969,2,-16.713552282788285,4.2,9.9
ATLANTIC HERRING,1970,2,-1.0778318202469848,4.2,9.9
ATLANTIC HERRING,1971,2,-4.46105507650617,4.2,9.9
ATLANTIC HERRING,1972,2,-3.74811058599159,4.2,9.9
ATLANTIC HERRING,1973,2,-4.891057331571396,4.2,9.9
ATLANTIC HERRING,1974,2,-17.354723925109468,4.2,9.9
ATLANTIC HERRING,1975,2,-7.5971012289750774,4.2,9.9
ATLANTIC HERRING,1976,2,-12.413925296523466,4.2,9.9
ATLANTIC HERRING,1977,2,-15.68622151702747,4.2,9.9
ATLANTIC HERRING,1978,2,-15.485989491603142,4.2,9.9
ATLANTIC HERRING,1979,2,-8.84962661186286,4.2,9.9
ATLANTIC HERRING,1980,2,-12.205254349386998,4.2,9.9
ATLANTIC HERRING,1981,2,-9.041220113413878,4.2,9.9
ATLANTIC HERRING,1982,2,-12.020888371999774,4.2,9.9
ATLANTIC HERRING,1983,2,-5.7553149901774106,4.2,9.9
ATLANTIC HERRING,1984,2,2.1548702544108806,4.2,9.9
ATLANTIC HERRING,1985,2,-15.442742526282956,4.2,9.9
ATLANTIC HERRING,1986,2,-13.433653201006955,4.2,9.9
ATLANTIC HERRING,1987,2,-10.651779938501718,4.2,9.9
ATLANTIC HERRING,1988,2,-2.0986960409999256,4.2,9.9
ATLANTIC HERRING,1989,2,-14.514964071437738,4.2,9.9
ATLANTIC HERRING,1990,2,-9.375292415047731,4.2,9.9
ATLANTIC HERRING,1991,2,-16.476904153897564,4.2,9.9
ATLANTIC HERRING,1992,2,-10.309412619314955,4.2,9.9
ATLANTIC HERRING,1993,2,-17.57504235550779,4.2,9.9
ATLANTIC HERRING,1994,2,-14.092255114268688,4.2,9.9
ATLANTIC HERRING,1995,2,-5.13073290994658,4.2,9.9
ATLANTIC HERRING,1996,2,17.858081370725856,4.2,9.9
ATLANTIC HERRING,1997,2,-1.6845771765962638,4.2,9.9
ATLANTIC HERRING,1998,2,15.231996223669228,4.2,9.9
ATLANTIC HERRING,1999,2,-14.647776245370345,4.2,9.9
ATLANTIC HERRING,2000,2,-5.736927545625456,4.2,9.9
ATLANTIC HERRING,2001,2,-1.4490383776504459,4.2,9.9
ATLANTIC HERRING,2002,2,-11.273532678685257,4.2,9.9
ATLANTIC HERRING,2003,2,-6.85769953436985,4.2,9.9
ATLANTIC HERRING,2004,2,-3.6256831216498,4.2,9.9
ATLANTIC HERRING,2005,2,-7.03370369720858,4.2,9.9
ATLANTIC HERRING,2006,2,-6.324083188859277,4.2,9.9
ATLANTIC HERRING,2007,2,15.791781282835316,4.2,9.9
ATLANTIC HERRING,2008,2,-1.911173878485286,4.2,9.9
ATLANTIC HERRING,2009,2,-13.476473810212447,4.2,9.9
ATLANTIC HERRING,2010,2,-3.840514259904559,4.2,9.9
ATLANTIC HERRING,2011,2,-0.21721611609365965,4.2,9.9
ATLANTIC HERRING,2012,2,-29.162247041688644,4.2,9.9
ATLANTIC HERRING,2013,2,-19.97837239327373,4.2,9.9
ATLANTIC HERRING,2014,2,-23.005578994954213,4.2,9.9
ATLANTIC HERRING,2015,2,-18.529136726497356,4.2,9.9
ATLANTIC HERRING,2016,2,-24.98304208164926,4.2,9.9
ATLANTIC HERRING,2017,2,-10.254610446353084,4.2,9.9
ATLANTIC HERRING,2018,2,-12.536641777629725,4.2,9.9
ATLANTIC HERRING,2019,2,-27.199323904211802,4.2,9.9
ATLANTIC HERRING,2020,2,-14.766573259928329,4.2,9.9
ATLANTIC HERRING,2022,2,-25.70945432398203,4.2,9.9
ATLANTIC HERRING,2023,2,-14.996865748917756,4.2,9.9
ATLANTIC HERRING,2024,2,12.376310234565807,4.2,9.9
BARNDOOR SKATE,1959,2,0,5.806000000000001,13.69
BARNDOOR SKATE,1960,2,-17.333964179156823,5.806000000000001,13.69
BARNDOOR SKATE,1961,2,-19.859475638019703,5.806000000000001,13.69
BARNDOOR SKATE,1962,2,-10.10628943699652,5.806000000000001,13.69
BARNDOOR SKATE,1963,2,-11.627625058242785,5.806000000000001,13.69
BARNDOOR SKATE,1964,2,-4.744035402535005,5.806000000000001,13.69
BARNDOOR SKATE,1965,2,-4.018456370806177,5.806000000000001,13.69
BARNDOOR SKATE,1966,2,1.6652431035260449,5.806000000000001,13.69
BARNDOOR SKATE,1967,2,0.13329911521211812,5.806000000000001,13.69
BARNDOOR SKATE,1968,2,-13.339592550264172,5.806000000000001,13.69
BARNDOOR SKATE,1969,2,-7.662479701007541,5.806000000000001,13.69
BARNDOOR SKATE,1970,2,7.53157189237389,5.806000000000001,13.69
BARNDOOR SKATE,1971,2,-9.020670257579297,5.806000000000001,13.69
BARNDOOR SKATE,1972,2,10.129846206555541,5.806000000000001,13.69
BARNDOOR SKATE,1973,2,1.5944954792184092,5.806000000000001,13.69
BARNDOOR SKATE,1974,2,16.731709265434233,5.806000000000001,13.69
BARNDOOR SKATE,1975,2,1.761479171789162,5.806000000000001,13.69
BARNDOOR SKATE,1976,2,25.90876425866115,5.806000000000001,13.69
BARNDOOR SKATE,1977,2,-0.1788471431460863,5.806000000000001,13.69
BARNDOOR SKATE,1978,2,-11.148689694026643,5.806000000000001,13.69
BARNDOOR SKATE,1979,2,-5.8848062822745675,5.806000000000001,13.69
BARNDOOR SKATE,1980,2,5.315584771801653,5.806000000000001,13.69
BARNDOOR SKATE,1981,2,-4.4309487126808875,5.806000000000001,13.69
BARNDOOR SKATE,1982,2,-11.96881611984169,5.806000000000001,13.69
BARNDOOR SKATE,1983,2,18.07237480965034,5.806000000000001,13.69
BARNDOOR SKATE,1984,2,13.216936091787431,5.806000000000001,13.69
BARNDOOR SKATE,1985,2,1.3068100188957885,5.806000000000001,13.69
BARNDOOR SKATE,1986,2,2.423181333036368,5.806000000000001,13.69
BARNDOOR SKATE,1987,2,7.0958518095568905,5.806000000000001,13.69
BARNDOOR SKATE,1988,2,16.428484971286196,5.806000000000001,13.69
BARNDOOR SKATE,1989,2,8.046736798944167,5.806000000000001,13.69
BARNDOOR SKATE,1990,2,21.490299589721403,5.806000000000001,13.69
BARNDOOR SKATE,1991,2,13.448983626866962,5.806000000000001,13.69
BARNDOOR SKATE,1992,2,6.462300246560787,5.806000000000001,13.69
BARNDOOR SKATE,1993,2,-8.428748966923266,5.806000000000001,13.69
BARNDOOR SKATE,1994,2,8.617612963156745,5.806000000000001,13.69
BARNDOOR SKATE,1995,2,4.050162196528376,5.806000000000001,13.69
BARNDOOR SKATE,1996,2,1.1481554333159636,5.806000000000001,13.69
BARNDOOR SKATE,1997,2,13.872692326871075,5.806000000000001,13.69
BARNDOOR SKATE,1998,2,-19.56039649667573,5.806000000000001,13.69
BARNDOOR SKATE,1999,2,-3.0045924370983528,5.806000000000001,13.69
BARNDOOR SKATE,2000,2,34.36241105216233,5.806000000000001,13.69
BARNDOOR SKATE,2001,2,1.897696821926175,5.806000000000001,13.69
BARNDOOR SKATE,2002,2,20.62368548495978,5.806000000000001,13.69
BARNDOOR SKATE,2003,2,-11.999964258260782,5.806000000000001,13.69
BARNDOOR SKATE,2004,2,-16.99858974871553,5.806000000000001,13.69
BARNDOOR SKATE,2005,2,-11.887119060195872,5.806000000000001,13.69
BARNDOOR SKATE,2006,2,8.603961942373175,5.806000000000001,13.69
BARNDOOR SKATE,2007,2,-5.3317347669952895,5.806000000000001,13.69
BARNDOOR SKATE,2008,2,6.083816404177526,5.806000000000001,13.69
BARNDOOR SKATE,2009,2,-6.3090675303166535,5.806000000000001,13.69
BARNDOOR SKATE,2010,2,19.672597407122595,5.806000000000001,13.69
BARNDOOR SKATE,2011,2,1.6181633765747563,5.806000000000001,13.69
BARNDOOR SKATE,2012,2,9.679864940695822,5.806000000000001,13.69
BARNDOOR SKATE,2013,2,6.085209498030771,5.806000000000001,13.69
BARNDOOR SKATE,2014,2,-15.330174772281303,5.806000000000001,13.69
BARNDOOR SKATE,2015,2,-2.8836457971289207,5.806000000000001,13.69
BARNDOOR SKATE,2016,2,5.560864845251871,5.806000000000001,13.69
BARNDOOR SKATE,2017,2,-12.976682007389819,5.806000000000001,13.69
BARNDOOR SKATE,2018,2,4.08725993202404,5.806000000000001,13.69
BARNDOOR SKATE,2019,2,-15.891175936024538,5.806000000000001,13.69
BARNDOOR SKATE,2020,2,22.685684801172016,5.806000000000001,13.69
BARNDOOR SKATE,2022,2,20.652478594793507,5.806000000000001,13.69
BARNDOOR SKATE,2023,2,31.097205395318753,5.806000000000001,13.69
BARNDOOR SKATE,2024,2,7.061548361483105,5.806000000000001,13.69
CLEARNOSE SKATE,1959,2,0,7.3,22.602000000000004
CLEARNOSE SKATE,1960,2,-10.70112920410947,7.3,22.602000000000004
CLEARNOSE SKATE,1961,2,-17.249560688592922,7.3,22.602000000000004
CLEARNOSE SKATE,1962,2,-1.7120975813454606,7.3,22.602000000000004
CLEARNOSE SKATE,1963,2,-3.4987320908847153,7.3,22.602000000000004
CLEARNOSE SKATE,1964,2,14.275446479112787,7.3,22.602000000000004
CLEARNOSE SKATE,1965,2,-7.3836140689259935,7.3,22.602000000000004
